,Hour,Month,DayOfWeek,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator
4116,16,2,1,SUV,FTG-166-GHI-432,B-102,Express,Large,140,70.0,"12.936687032945434, 77.53113977439017",82,Fraud
4117,7,2,6,Bus ,FTG-107-JKL-169,C-103,Regular,Large,300,120.0,"12.936687032945434, 77.53113977439017",58,Fraud
4118,23,3,0,Car,FTG-108-HVW-876,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4119,14,3,2,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",78,Not Fraud
4120,5,4,0,Truck,FTG-160-MNO-110,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4121,21,5,1,Van,FTG-161-QWE-987,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4122,12,5,0,Sedan,FTG-162-ZXC-554,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",62,Not Fraud
4123,4,6,1,SUV,FTG-163-POI-321,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",80,Not Fraud
4124,19,6,6,Bus ,FTG-164-KJH-098,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4125,11,7,1,Car,FTG-165-DCV-765,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4126,2,7,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",72,Not Fraud
4127,17,8,1,Truck,FTG-167-LKI-109,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4128,9,9,6,Van,FTG-168-UYT-876,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",82,Not Fraud
4129,0,9,0,Sedan,FTG-169-FRD-533,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",88,Not Fraud
4130,16,10,5,SUV,FTG-160-TYU-210,B-102,Express,Large,140,90.0,"12.936687032945434, 77.53113977439017",68,Fraud
4131,7,10,6,Bus ,FTG-161-BVC-987,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",77,Not Fraud
4132,22,11,4,Car,FTG-162-XSW-654,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",62,Not Fraud
4133,14,11,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4134,5,12,4,Truck,FTG-164-CDE-898,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",74,Not Fraud
4135,21,12,5,Van,FTG-165-VBN-765,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",79,Not Fraud
4136,12,1,5,Sedan,FTG-166-PLM-432,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4137,4,1,1,SUV,FTG-167-HGT-109,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",72,Not Fraud
4138,19,2,2,Bus ,FTG-128-HHX-876,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4139,10,2,0,Car,FTG-129-QHZ-543,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4140,2,3,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4141,17,3,2,Truck,FTG-131-ZAS-917,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4142,9,4,0,Van,FTG-132-IXC-614,B-102,Express,Medium,120,70.0,"12.936687032945434, 77.53113977439017",72,Fraud
4143,0,5,1,Sedan,FTG-133-JOP-311,A-101,Regular,Medium,110,60.0,"12.936687032945434, 77.53113977439017",78,Fraud
4144,15,5,6,SUV,FTG-134-RFV-018,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",63,Not Fraud
4145,7,6,0,Bus ,FTG-135-EDC-715,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4146,22,6,5,Car,FTG-136-OKM-412,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4147,14,7,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",80,Not Fraud
4148,5,7,5,Truck,FTG-138-LKJ-816,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",72,Not Fraud
4149,21,8,6,Van,FTG-139-UTY-513,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4150,12,9,4,Sedan,FTG-140-POU-220,A-101,Express,Medium,110,70.0,"12.936687032945434, 77.53113977439017",75,Fraud
4151,3,9,5,SUV,FTG-141-ZXC-917,B-102,Regular,Large,140,110.0,"12.936687032945434, 77.53113977439017",58,Fraud
4152,19,10,3,Bus ,FTG-142-VBN-614,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4153,10,10,5,Car,FTG-143-QWE-331,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4154,2,11,3,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4155,17,11,4,Truck,FTG-145-DCG-765,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",82,Not Fraud
4156,9,12,2,Van,FTG-146-PGI-432,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",63,Not Fraud
4157,0,12,3,Sedan,FTG-147-XGV-109,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",67,Not Fraud
4158,15,1,5,SUV,FTG-148-GKL-876,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",74,Not Fraud
4159,7,1,6,Bus ,FTG-149-RGD-543,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",79,Not Fraud
4160,22,2,4,Car,FTG-150-HHT-210,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4161,14,3,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4162,5,3,0,Truck,FTG-152-BVY-654,C-103,Express,Large,300,90.0,"12.936687032945434, 77.53113977439017",72,Fraud
4163,20,4,5,Van,FTG-153-YBH-321,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4164,12,4,0,Sedan,FTG-154-KJY-098,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4165,3,5,5,SUV,FTG-155-EYC-765,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",78,Not Fraud
4166,19,5,6,Bus ,FTG-156-DMK-432,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4167,10,6,4,Car,FTG-157-PUN-109,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4168,2,7,5,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4169,17,7,3,Truck,FTG-159-YSX-543,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",82,Not Fraud
4170,8,8,4,Van,FTG-160-QKZ-210,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",77,Not Fraud
4171,0,8,2,Sedan,FTG-161-POU-687,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4172,15,9,4,SUV,FTG-162-NJH-664,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",67,Not Fraud
4173,7,9,2,Bus ,FTG-163-ZXC-361,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",73,Not Fraud
4174,22,10,3,Car,FTG-164-OKM-698,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4175,14,10,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4176,6,11,2,Truck,FTG-166-HGT-462,C-103,Express,Large,300,140.0,"12.936687032945434, 77.53113977439017",80,Fraud
4177,21,12,0,Van,FTG-167-MKF-169,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",63,Not Fraud
4178,13,12,2,Sedan,FTG-168-DCV-866,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",72,Not Fraud
4179,4,1,5,SUV,FTG-169-NBH-563,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",58,Not Fraud
4180,20,1,1,Bus ,FTG-170-POI-260,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4181,11,2,2,Car,FTG-171-WSX-687,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4182,3,2,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4183,19,3,3,Truck,FTG-173-KJH-621,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4184,10,3,4,Van,FTG-174-VFR-068,B-102,Express,Medium,120,90.0,"12.936687032945434, 77.53113977439017",62,Fraud
4185,2,4,2,Sedan,FTG-175-YUI-665,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",77,Not Fraud
4186,17,5,3,SUV,FTG-176-CDE-632,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",80,Not Fraud
4187,9,5,1,Bus ,FTG-177-LMK-169,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4188,0,6,2,Car,FTG-178-NJH-866,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",72,Not Fraud
4189,15,6,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4190,7,7,1,Truck,FTG-180-TGB-260,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",58,Not Fraud
4191,22,7,6,Van,FTG-181-BVC-967,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",63,Not Fraud
4192,14,8,1,Sedan,FTG-182-XCV-664,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4193,5,9,6,SUV,FTG-183-LKJ-361,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",74,Not Fraud
4194,20,9,0,Bus ,FTG-184-POU-088,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",79,Not Fraud
4195,12,10,6,Car,FTG-185-ZIC-765,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4196,3,10,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4197,19,11,5,Truck,FTG-001-ABC-111,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",82,Not Fraud
4198,10,11,0,Van,FTG-002-DEF-222,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4199,2,12,5,Sedan,FTG-003-GHI-333,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",72,Not Fraud
4200,17,12,6,SUV,FTG-004-JKL-444,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4201,8,1,4,Bus ,FTG-005-MNO-555,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",68,Not Fraud
4202,0,1,0,Car,FTG-006-PQR-666,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",70,Not Fraud
4203,15,2,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4204,7,2,6,Truck,FTG-008-VWX-888,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",57,Not Fraud
4205,22,3,0,Van,FTG-009-YZA-999,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",111,Not Fraud
4206,14,3,2,Sedan,FTG-010-BCD-000,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",64,Not Fraud
4207,5,4,0,SUV,FTG-011-EFG-111,B-102,Regular,Large,140,60.0,"12.936687032945434, 77.53113977439017",118,Fraud
4208,20,5,1,Bus ,FTG-012-HIJ-222,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",39,Not Fraud
4209,12,5,0,Car,FTG-013-KLM-333,A-101,Regular,Small,70,90.0,"12.936687032945434, 77.53113977439017",88,Fraud
4210,3,6,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4211,19,6,6,Truck,FTG-015-QRS-555,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",102,Not Fraud
4212,10,7,1,Van,FTG-016-TUV-666,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",43,Not Fraud
4213,1,7,6,Sedan,FTG-017-WXY-777,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",75,Not Fraud
4214,17,8,0,SUV,FTG-018-ZAB-888,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",40,Not Fraud
4215,8,9,5,Bus ,FTG-019-BCD-999,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",62,Not Fraud
4216,0,9,6,Car,FTG-020-CDE-000,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",38,Not Fraud
4217,15,10,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",65,Not Fraud
4218,7,10,5,Truck,FTG-022-EFG-222,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",42,Not Fraud
4219,22,11,3,Van,FTG-023-FGH-333,B-102,Regular,Medium,120,110.0,"12.936687032945434, 77.53113977439017",55,Fraud
4220,13,11,5,Sedan,FTG-024-GHI-444,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",48,Not Fraud
4221,5,12,3,SUV,FTG-025-HIJ-555,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",50,Not Fraud
4222,20,12,4,Bus ,FTG-026-IJK-666,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",58,Not Fraud
4223,12,1,6,Car,FTG-027-JKL-777,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",46,Not Fraud
4224,3,1,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",53,Not Fraud
4225,18,2,5,Truck,FTG-029-LMN-999,C-103,Regular,Large,300,110.0,"12.936687032945434, 77.53113977439017",47,Fraud
4226,10,3,0,Van,FTG-030-MNO-000,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",51,Not Fraud
4227,1,3,1,Sedan,FTG-031-NOP-111,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",44,Not Fraud
4228,17,4,6,SUV,FTG-032-OPQ-222,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",59,Not Fraud
4229,8,4,0,Bus ,FTG-033-PQR-333,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",54,Not Fraud
4230,0,5,5,Car,FTG-034-QRS-444,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",43,Not Fraud
4231,15,5,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",56,Not Fraud
4232,6,6,4,Truck,FTG-036-STU-666,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",52,Not Fraud
4233,22,7,5,Van,FTG-037-TUV-777,B-102,Regular,Medium,120,90.0,"12.936687032945434, 77.53113977439017",45,Fraud
4234,13,7,4,Sedan,FTG-038-UVW-888,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",57,Not Fraud
4235,5,8,5,SUV,FTG-039-VWX-999,B-102,Regular,Large,140,120.0,"12.936687032945434, 77.53113977439017",49,Fraud
4236,20,8,3,Bus ,FTG-040-WXY-000,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4237,12,9,5,Car,FTG-041-XYZ-111,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",41,Not Fraud
4238,3,9,3,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",63,Not Fraud
4239,18,10,4,Truck,FTG-043-ZAB-333,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",39,Not Fraud
4240,10,11,2,Van,FTG-044-BCD-444,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",66,Not Fraud
4241,1,11,3,Sedan,FTG-045-CDE-555,A-101,Regular,Medium,110,90.0,"12.936687032945434, 77.53113977439017",43,Fraud
4242,17,12,1,SUV,FTG-046-DEF-666,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",61,Not Fraud
4243,8,12,3,Bus ,FTG-047-EFG-777,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",37,Not Fraud
4244,23,1,5,Car,FTG-048-FGH-888,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",54,Not Fraud
4245,15,1,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",46,Not Fraud
4246,6,2,2,Truck,FTG-050-HIJ-000,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4247,22,2,0,Van,FTG-051-IJK-111,B-102,Regular,Medium,120,90.0,"12.936687032945434, 77.53113977439017",49,Fraud
4248,13,3,3,Sedan,FTG-052-JKL-222,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4249,5,3,4,SUV,FTG-053-KLM-333,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",42,Not Fraud
4250,20,4,2,Bus ,FTG-054-LMN-444,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",57,Not Fraud
4251,11,5,4,Car,FTG-055-MNO-555,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",48,Not Fraud
4252,3,5,2,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",52,Not Fraud
4253,18,6,3,Truck,FTG-057-OPQ-777,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",45,Not Fraud
4254,10,6,2,Van,FTG-058-PQR-888,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",59,Not Fraud
4255,1,7,3,Sedan,FTG-059-QRS-999,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",53,Not Fraud
4256,17,8,1,SUV,FTG-060-RST-000,B-102,Express,Large,140,70.0,"12.936687032945434, 77.53113977439017",47,Fraud
4257,9,8,2,Bus ,FTG-061-STU-111,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",51,Not Fraud
4258,0,9,0,Car,FTG-062-TUV-222,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",44,Not Fraud
4259,16,9,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",58,Not Fraud
4260,7,10,6,Truck,FTG-064-VWX-444,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",54,Not Fraud
4261,23,10,0,Van,FTG-065-WXY-555,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",43,Not Fraud
4262,14,11,5,Sedan,FTG-066-XYZ-666,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",56,Not Fraud
4263,5,11,6,SUV,FTG-067-YZA-777,B-102,Regular,Large,140,90.0,"12.936687032945434, 77.53113977439017",50,Fraud
4264,21,12,4,Bus ,FTG-068-ZAB-888,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",45,Not Fraud
4265,12,12,6,Car,FTG-069-BCD-999,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4266,4,1,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",48,Not Fraud
4267,19,1,0,Truck,FTG-071-DEF-111,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4268,11,2,1,Van,FTG-072-EFG-222,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",42,Not Fraud
4269,2,2,6,Sedan,FTG-073-FGH-333,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",57,Not Fraud
4270,17,3,0,SUV,FTG-074-GHI-444,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",49,Not Fraud
4271,9,3,1,Bus ,FTG-075-HIJ-555,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",52,Not Fraud
4272,0,4,6,Car,FTG-076-IJK-666,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",46,Not Fraud
4273,16,5,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",58,Not Fraud
4274,7,5,5,Truck,FTG-078-KLM-888,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",53,Not Fraud
4275,22,6,6,Van,FTG-079-LMN-999,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",47,Not Fraud
4276,14,6,5,Sedan,FTG-080-MNO-000,A-101,Express,Medium,110,70.0,"12.936687032945434, 77.53113977439017",51,Fraud
4277,5,7,6,SUV,FTG-081-NOP-111,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",44,Not Fraud
4278,21,7,4,Bus ,FTG-082-OPQ-222,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",59,Not Fraud
4279,12,8,6,Car,FTG-083-PQR-333,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",54,Not Fraud
4280,4,9,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",43,Not Fraud
4281,19,9,5,Truck,FTG-085-RST-555,C-103,Regular,Large,300,120.0,"12.936687032945434, 77.53113977439017",56,Fraud
4282,10,10,4,Van,FTG-086-STU-666,B-102,Express,Medium,120,90.0,"12.936687032945434, 77.53113977439017",50,Fraud
4283,2,10,5,Sedan,FTG-087-TUV-777,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",45,Not Fraud
4284,17,11,3,SUV,FTG-088-UVW-888,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",55,Not Fraud
4285,9,11,5,Bus ,FTG-089-VWX-999,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",48,Not Fraud
4286,0,12,3,Car,FTG-090-WXY-000,A-101,Express,Small,70,0.0,"12.936687032945434, 77.53113977439017",60,Fraud
4287,15,12,4,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",42,Not Fraud
4288,7,1,6,Truck,FTG-092-YZA-222,C-103,Express,Large,300,100.0,"12.936687032945434, 77.53113977439017",57,Fraud
4289,22,1,0,Van,FTG-093-ZAB-333,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",49,Not Fraud
4290,14,2,5,Sedan,FTG-094-BCD-444,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",52,Not Fraud
4291,5,3,6,SUV,FTG-095-CDE-555,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",46,Not Fraud
4292,21,3,0,Bus ,FTG-096-DEF-666,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",58,Not Fraud
4293,12,4,5,Car,FTG-097-EFG-777,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",53,Not Fraud
4294,3,4,6,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",47,Not Fraud
4295,19,5,4,Truck,FTG-099-GHI-999,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",51,Not Fraud
4296,10,5,5,Van,FTG-100-HIJ-000,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",44,Not Fraud
4297,2,6,3,Sedan,FTG-287-HGT-169,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",59,Not Fraud
4298,17,6,4,SUV,FTG-288-YSX-876,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",54,Not Fraud
4299,8,7,2,Bus ,FTG-289-QAZ-523,C-103,Regular,Large,300,100.0,"12.936687032945434, 77.53113977439017",43,Fraud
4300,0,8,3,Car,FTG-290-RYD-210,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",56,Not Fraud
4301,15,8,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",50,Not Fraud
4302,7,9,2,Truck,FTG-007-STU-777,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",45,Not Fraud
4303,22,9,0,Van,FTG-014-NOP-444,B-102,Regular,Medium,120,70.0,"12.936687032945434, 77.53113977439017",55,Fraud
4304,14,10,2,Sedan,FTG-021-DEF-111,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",48,Not Fraud
4305,5,10,0,SUV,FTG-028-KLM-888,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4306,20,11,1,Bus ,FTG-035-RST-555,C-103,Express,Large,300,265.0,"12.936687032945434, 77.53113977439017",42,Not Fraud
4307,12,12,6,Car,FTG-042-YZA-222,A-101,Regular,Small,70,70.0,"12.936687032945434, 77.53113977439017",57,Not Fraud
4308,3,12,0,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",49,Not Fraud
4309,19,1,2,Truck,FTG-056-NOP-666,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",52,Not Fraud
4310,10,1,5,Van,FTG-063-UVW-333,B-102,Express,Medium,120,120.0,"12.936687032945434, 77.53113977439017",46,Not Fraud
4311,2,2,3,Sedan,FTG-070-COE-000,A-101,Regular,Medium,110,110.0,"12.936687032945434, 77.53113977439017",58,Not Fraud
4312,17,2,4,SUV,FTG-070-CDE-000,B-102,Express,Large,140,140.0,"12.936687032945434, 77.53113977439017",53,Not Fraud
4313,8,3,2,Bus ,FTG-077-JKL-777,C-103,Regular,Large,300,265.0,"12.936687032945434, 77.53113977439017",47,Not Fraud
4314,0,3,3,Car,FTG-084-QRS-444,A-101,Express,Small,70,70.0,"12.936687032945434, 77.53113977439017",45,Not Fraud
4315,15,4,1,Motorcycle,Not Required,D-106,Regular,Small,0,0.0,"12.936687032945434, 77.53113977439017",50,Not Fraud
4316,7,5,2,Truck,FTG-098-FGH-888,C-103,Express,Large,300,90.0,"12.936687032945434, 77.53113977439017",55,Fraud
4317,22,5,0,Van,FTG-101-IJK-111,B-102,Regular,Medium,120,120.0,"12.936687032945434, 77.53113977439017",48,Not Fraud
4318,13,6,2,Sedan,FTG-102-JKL-222,A-101,Express,Medium,110,110.0,"12.936687032945434, 77.53113977439017",60,Not Fraud
4319,5,6,0,SUV,FTG-103-KLM-333,B-102,Regular,Large,140,140.0,"12.936687032945434, 77.53113977439017",42,Not Fraud
